Gene,logFC,AveExpr,P.Value,adj.P.Val,B
TRIM15,5.405292959635907,5.4994820901802735,1.718562386796627e-23,1.2729920387429324e-21,22.764834697597323
KIF14,2.943933034763519,7.77718302849757,1.8624412552638159e-23,1.3742818442576948e-21,22.7299174167902
UBE2T,2.468681225834037,9.081073058800872,2.0737891387578683e-23,1.524393321501442e-21,22.683235404422113
GCHFR,1.6601436866773078,4.651980940160771,2.1354586875888595e-23,1.5637566108088915e-21,22.670508825981827
CCDC167,1.5771007471817362,9.448377622514064,2.7597807484222035e-23,2.0132809634039097e-21,22.559125419214734
ABRACL,1.7896485768588097,10.380173898938134,2.902769934698426e-23,2.109601742353094e-21,22.537187383751647
C4ORF48,2.2317074207644536,8.565148370067917,3.9221908906922716e-23,2.8397546753324233e-21,22.406471273300347
CEP55,2.998857613615735,9.277434058791256,3.992196880635123e-23,2.8796149709420162e-21,22.398788049031708
DQX1,3.7903998275804724,4.556205365446497,4.2698804268881876e-23,3.0684189231880448e-21,22.369584286724333
SDF2L1,1.5516518431227995,10.484694755780565,4.625365252636186e-23,3.3115207955583754e-21,22.334853966505264
CDC25C,3.1224667482686623,7.500942741921743,4.827049898698294e-23,3.4431168147789055e-21,22.316318211722574
POLQ,2.769445175676162,7.722534465836491,5.420355134563449e-23,3.8520523814227844e-21,22.26597225812424
IGSF9,2.134393458832836,10.402708155419381,5.694858309890913e-23,4.032252801109893e-21,22.24451707685231
SPTBN2,1.872819927743566,11.1711735482652,6.403022708139891e-23,4.50057716554986e-21,22.19361495795994
GAD1,3.6590303134252067,9.037869336817192,6.388110136087145e-23,4.50057716554986e-21,22.194627604887565
SKA1,2.9221847139817183,7.793457037056905,6.460333931103071e-23,4.524348042876874e-21,22.189745032982128
PAQR4,2.1013536488540567,8.132659249770427,7.352906199057319e-23,5.130783351001627e-21,22.133540974282802
ERMN,3.473371599783215,7.30766677384316,7.467229621376865e-23,5.1917463999313006e-21,22.12684049367461
AP2S1,1.1903366935238826,11.558410507788162,7.674098564132318e-23,5.31638360599368e-21,22.114972627136154
UPK1B,3.330592692664889,9.817555333680733,7.910811150587083e-23,5.460728026851492e-21,22.101778982979873
HIST1H2BJ,2.5553877769924735,6.360118634549251,7.996841999993049e-23,5.500399288495219e-21,22.0970814846016
TRAIP,1.6664391195316604,8.23289031993617,8.613164024871285e-23,5.90323579911018e-21,22.064837282213972
SYNGR3,2.642197649927043,6.351149869852411,9.030759454802616e-23,6.167496324115021e-21,22.044275725526916
ADM,1.9299556998359393,10.08424732481231,9.388075450826453e-23,6.3888673182850416e-21,22.027423428687218
SDHA,1.0575266942346824,8.849910743206948,1.0245742659275954e-22,6.947984432218154e-21,21.989456556429612
EPCAM,1.9174940140600818,13.506924984195676,1.123255912387355e-22,7.590451093567745e-21,21.949521286769706
PKD2L1,2.4563217669874176,2.9779172549928665,1.1408131987635312e-22,7.6821403478975e-21,21.94278546284546
DTNB,1.3681002484886375,9.703078210222655,1.236774949443316e-22,8.299320122414224e-21,21.90770931985906
NECTIN1,1.4449032562372046,10.38248247092778,1.3018000537965055e-22,8.705335845856563e-21,21.885455714847044
TNFSF11,3.07045909526404,4.529705133591133,1.3096825300324445e-22,8.727742507230052e-21,21.882833965538424
IQGAP3,3.0221810065731365,9.518012598568761,1.3405886825650314e-22,8.902895668110324e-21,21.872704451300866
MYEOV,3.9541864858311997,7.1912263600040305,1.4191839679890278e-22,9.392461869244222e-21,21.847961303553234
FUT3,3.2482734609738206,7.832253597297923,1.509845847098508e-22,9.958260674407592e-21,21.821067391231335
MAD2L1,1.9843482339994376,9.344887114821963,2.1023850850974943e-22,1.3819056093478717e-20,21.677287733114813
CAPN13,4.331077522691534,9.886919289780424,2.3004362894125735e-22,1.5069422618298215e-20,21.63818979001914
CCNA2,2.531333955635954,9.068939267290599,2.385185316817874e-22,1.5571621700540828e-20,21.6224778728315
MST1R,2.0296183009674054,8.842325271304311,2.41132978686833e-22,1.5689121745032828e-20,21.617743389032512
POLR2I,1.317221185338344,8.99028555445775,2.4281758901265523e-22,1.5745535174393022e-20,21.614719857405408
FA2H,2.0413094793610393,7.475492824476204,2.5271010914488193e-22,1.633202681886336e-20,21.5973773846807
TLCD1,1.9609461954312846,8.365446781337257,2.6427951372006303e-22,1.7022605868677906e-20,21.577936500974086
PCK2,1.3360570696215828,9.968731437960203,2.6891960284879066e-22,1.72637421042162e-20,21.570377538800276
